Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 5e-05
epochs : 5
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 12933 ms | Train Loss : 5.5481 | Grad Norm : 0.3546
Batch : 50 / 196 | Time 729 ms | Train Loss : 5.5261 | Grad Norm : 0.2184
Batch : 51 / 196 | Time 729 ms | Train Loss : 5.5075 | Grad Norm : 0.4144
Batch : 52 / 196 | Time 736 ms | Train Loss : 5.4672 | Grad Norm : 0.7551
Batch : 53 / 196 | Time 728 ms | Train Loss : 5.4334 | Grad Norm : 0.9556
Batch : 54 / 196 | Time 729 ms | Train Loss : 5.4161 | Grad Norm : 3.1536
Batch : 55 / 196 | Time 735 ms | Train Loss : 5.6872 | Grad Norm : 23.9153
Batch : 56 / 196 | Time 734 ms | Train Loss : 5.3607 | Grad Norm : 6.4810
Batch : 57 / 196 | Time 734 ms | Train Loss : 5.5777 | Grad Norm : 7.7098
Batch : 58 / 196 | Time 731 ms | Train Loss : 5.5267 | Grad Norm : 4.7475
Batch : 59 / 196 | Time 710 ms | Train Loss : 5.4890 | Grad Norm : 2.6646
Batch : 60 / 196 | Time 707 ms | Train Loss : 5.4725 | Grad Norm : 1.3450
Batch : 61 / 196 | Time 707 ms | Train Loss : 5.4490 | Grad Norm : 0.8684
Batch : 62 / 196 | Time 707 ms | Train Loss : 5.4974 | Grad Norm : 0.5209
Batch : 63 / 196 | Time 707 ms | Train Loss : 5.4901 | Grad Norm : 0.8466
Batch : 64 / 196 | Time 707 ms | Train Loss : 5.5024 | Grad Norm : 0.7324
Batch : 65 / 196 | Time 707 ms | Train Loss : 5.5056 | Grad Norm : 0.6225
Batch : 66 / 196 | Time 708 ms | Train Loss : 5.5024 | Grad Norm : 0.5904
Batch : 67 / 196 | Time 707 ms | Train Loss : 5.4939 | Grad Norm : 0.5594
Batch : 68 / 196 | Time 707 ms | Train Loss : 5.4969 | Grad Norm : 0.4950
Batch : 69 / 196 | Time 720 ms | Train Loss : 5.5027 | Grad Norm : 0.4515
Batch : 70 / 196 | Time 733 ms | Train Loss : 5.5038 | Grad Norm : 0.4943
Batch : 71 / 196 | Time 729 ms | Train Loss : 5.4884 | Grad Norm : 0.5122
Batch : 72 / 196 | Time 731 ms | Train Loss : 5.4816 | Grad Norm : 0.5499
Batch : 73 / 196 | Time 734 ms | Train Loss : 5.4769 | Grad Norm : 0.5806
Batch : 74 / 196 | Time 734 ms | Train Loss : 5.4625 | Grad Norm : 0.6917
Batch : 75 / 196 | Time 732 ms | Train Loss : 5.4544 | Grad Norm : 0.8365
Batch : 76 / 196 | Time 738 ms | Train Loss : 5.4494 | Grad Norm : 0.7172
Batch : 77 / 196 | Time 733 ms | Train Loss : 5.4357 | Grad Norm : 0.6563
Batch : 78 / 196 | Time 736 ms | Train Loss : 5.4294 | Grad Norm : 0.9774
Batch : 79 / 196 | Time 718 ms | Train Loss : 5.4171 | Grad Norm : 0.8874
Batch : 80 / 196 | Time 728 ms | Train Loss : 5.4197 | Grad Norm : 0.4933
Batch : 81 / 196 | Time 734 ms | Train Loss : 5.4025 | Grad Norm : 1.2764
Batch : 82 / 196 | Time 733 ms | Train Loss : 5.3893 | Grad Norm : 1.3554
Batch : 83 / 196 | Time 732 ms | Train Loss : 5.4117 | Grad Norm : 0.8414
Batch : 84 / 196 | Time 735 ms | Train Loss : 5.4487 | Grad Norm : 1.1845
Batch : 85 / 196 | Time 734 ms | Train Loss : 5.4195 | Grad Norm : 0.7091
Batch : 86 / 196 | Time 735 ms | Train Loss : 5.4085 | Grad Norm : 0.9636
Batch : 87 / 196 | Time 733 ms | Train Loss : 5.4035 | Grad Norm : 1.4965
Batch : 88 / 196 | Time 732 ms | Train Loss : 5.3900 | Grad Norm : 0.6691
Batch : 89 / 196 | Time 732 ms | Train Loss : 5.3674 | Grad Norm : 1.1232
Batch : 90 / 196 | Time 718 ms | Train Loss : 5.4001 | Grad Norm : 1.0185
Batch : 91 / 196 | Time 708 ms | Train Loss : 5.3711 | Grad Norm : 0.4807
Batch : 92 / 196 | Time 707 ms | Train Loss : 5.3810 | Grad Norm : 0.6106
Batch : 93 / 196 | Time 708 ms | Train Loss : 5.3783 | Grad Norm : 0.9427
Batch : 94 / 196 | Time 708 ms | Train Loss : 5.3642 | Grad Norm : 0.7505
Batch : 95 / 196 | Time 708 ms | Train Loss : 5.3934 | Grad Norm : 0.5434
Batch : 96 / 196 | Time 707 ms | Train Loss : 5.3419 | Grad Norm : 1.1988
Batch : 97 / 196 | Time 707 ms | Train Loss : 5.4374 | Grad Norm : 1.9646
Batch : 98 / 196 | Time 709 ms | Train Loss : 5.3397 | Grad Norm : 0.7371
Batch : 99 / 196 | Time 709 ms | Train Loss : 5.3526 | Grad Norm : 0.9888
Batch : 100 / 196 | Time 708 ms | Train Loss : 5.3365 | Grad Norm : 1.5675
Batch : 101 / 196 | Time 708 ms | Train Loss : 5.3895 | Grad Norm : 2.0001
Batch : 102 / 196 | Time 709 ms | Train Loss : 5.3576 | Grad Norm : 0.6940
Batch : 103 / 196 | Time 709 ms | Train Loss : 5.3730 | Grad Norm : 2.4965
Batch : 104 / 196 | Time 708 ms | Train Loss : 5.3532 | Grad Norm : 1.8186
Batch : 105 / 196 | Time 709 ms | Train Loss : 5.3214 | Grad Norm : 0.8913
Batch : 106 / 196 | Time 707 ms | Train Loss : 5.3702 | Grad Norm : 2.9491
Batch : 107 / 196 | Time 708 ms | Train Loss : 5.3441 | Grad Norm : 0.6321
Batch : 108 / 196 | Time 709 ms | Train Loss : 5.3318 | Grad Norm : 0.5209
Batch : 109 / 196 | Time 710 ms | Train Loss : 5.3340 | Grad Norm : 0.6427
Batch : 110 / 196 | Time 708 ms | Train Loss : 5.3344 | Grad Norm : 1.0775
Batch : 111 / 196 | Time 708 ms | Train Loss : 5.3442 | Grad Norm : 0.5384
Batch : 112 / 196 | Time 708 ms | Train Loss : 5.3481 | Grad Norm : 1.7057
Batch : 113 / 196 | Time 709 ms | Train Loss : 5.3788 | Grad Norm : 1.7920
Batch : 114 / 196 | Time 709 ms | Train Loss : 5.2611 | Grad Norm : 0.6466
Batch : 115 / 196 | Time 709 ms | Train Loss : 5.3225 | Grad Norm : 0.9369
Batch : 116 / 196 | Time 708 ms | Train Loss : 5.3105 | Grad Norm : 0.6965
Batch : 117 / 196 | Time 708 ms | Train Loss : 5.2529 | Grad Norm : 1.1474
Batch : 118 / 196 | Time 709 ms | Train Loss : 5.3677 | Grad Norm : 1.0695
Batch : 119 / 196 | Time 709 ms | Train Loss : 5.2980 | Grad Norm : 2.3499
Batch : 120 / 196 | Time 708 ms | Train Loss : 5.3084 | Grad Norm : 4.7407
Batch : 121 / 196 | Time 708 ms | Train Loss : 5.3365 | Grad Norm : 4.2951
Batch : 122 / 196 | Time 709 ms | Train Loss : 5.2994 | Grad Norm : 0.5615
Batch : 123 / 196 | Time 708 ms | Train Loss : 5.3284 | Grad Norm : 4.1649
Batch : 124 / 196 | Time 707 ms | Train Loss : 5.2847 | Grad Norm : 0.7025
Batch : 125 / 196 | Time 708 ms | Train Loss : 5.3083 | Grad Norm : 6.8161
Batch : 126 / 196 | Time 709 ms | Train Loss : 5.2178 | Grad Norm : 2.2503
Batch : 127 / 196 | Time 708 ms | Train Loss : 5.2808 | Grad Norm : 7.0021
Batch : 128 / 196 | Time 710 ms | Train Loss : 5.3199 | Grad Norm : 3.3992
Batch : 129 / 196 | Time 708 ms | Train Loss : 5.2368 | Grad Norm : 6.5116
Batch : 130 / 196 | Time 709 ms | Train Loss : 5.2662 | Grad Norm : 7.4357
Batch : 131 / 196 | Time 709 ms | Train Loss : 5.2466 | Grad Norm : 1.7211
Batch : 132 / 196 | Time 709 ms | Train Loss : 5.2448 | Grad Norm : 8.3467
Batch : 133 / 196 | Time 709 ms | Train Loss : 5.1905 | Grad Norm : 2.3566
Batch : 134 / 196 | Time 709 ms | Train Loss : 5.3460 | Grad Norm : 7.5423
Batch : 135 / 196 | Time 710 ms | Train Loss : 5.2724 | Grad Norm : 2.7139
Batch : 136 / 196 | Time 709 ms | Train Loss : 5.2287 | Grad Norm : 6.3749
Batch : 137 / 196 | Time 708 ms | Train Loss : 5.2447 | Grad Norm : 3.7265
Batch : 138 / 196 | Time 731 ms | Train Loss : 5.2556 | Grad Norm : 4.4000
Batch : 139 / 196 | Time 739 ms | Train Loss : 5.1719 | Grad Norm : 6.9452
Batch : 140 / 196 | Time 735 ms | Train Loss : 5.1261 | Grad Norm : 1.6949
Batch : 141 / 196 | Time 734 ms | Train Loss : 5.2800 | Grad Norm : 7.1513
Batch : 142 / 196 | Time 734 ms | Train Loss : 5.1826 | Grad Norm : 3.8143
Batch : 143 / 196 | Time 735 ms | Train Loss : 5.3086 | Grad Norm : 5.8242
Batch : 144 / 196 | Time 735 ms | Train Loss : 5.1932 | Grad Norm : 6.0433
Batch : 145 / 196 | Time 733 ms | Train Loss : 5.1795 | Grad Norm : 2.3114
Batch : 146 / 196 | Time 735 ms | Train Loss : 5.2307 | Grad Norm : 2.8422
Batch : 147 / 196 | Time 735 ms | Train Loss : 5.1722 | Grad Norm : 3.0931
Batch : 148 / 196 | Time 718 ms | Train Loss : 5.2694 | Grad Norm : 3.7664
Batch : 149 / 196 | Time 709 ms | Train Loss : 5.2159 | Grad Norm : 6.9521
Batch : 150 / 196 | Time 708 ms | Train Loss : 5.1977 | Grad Norm : 6.7775
Batch : 151 / 196 | Time 707 ms | Train Loss : 5.1949 | Grad Norm : 2.7855
Batch : 152 / 196 | Time 708 ms | Train Loss : 5.2122 | Grad Norm : 7.8064
Batch : 153 / 196 | Time 710 ms | Train Loss : 5.2117 | Grad Norm : 2.9165
Batch : 154 / 196 | Time 709 ms | Train Loss : 5.2145 | Grad Norm : 9.5218
Batch : 155 / 196 | Time 709 ms | Train Loss : 5.2667 | Grad Norm : 11.0678
Batch : 156 / 196 | Time 709 ms | Train Loss : 5.1705 | Grad Norm : 3.1377
Batch : 157 / 196 | Time 709 ms | Train Loss : 5.1781 | Grad Norm : 12.6775
Batch : 158 / 196 | Time 709 ms | Train Loss : 5.2085 | Grad Norm : 1.3003
Batch : 159 / 196 | Time 711 ms | Train Loss : 5.2078 | Grad Norm : 11.7099
Batch : 160 / 196 | Time 709 ms | Train Loss : 5.1498 | Grad Norm : 6.8050
Batch : 161 / 196 | Time 711 ms | Train Loss : 5.2935 | Grad Norm : 19.6479
Batch : 162 / 196 | Time 710 ms | Train Loss : 5.1515 | Grad Norm : 4.6509
Batch : 163 / 196 | Time 709 ms | Train Loss : 5.2247 | Grad Norm : 18.7324
Batch : 164 / 196 | Time 709 ms | Train Loss : 5.1906 | Grad Norm : 3.4717
Batch : 165 / 196 | Time 709 ms | Train Loss : 5.1659 | Grad Norm : 14.3471
Batch : 166 / 196 | Time 710 ms | Train Loss : 5.1514 | Grad Norm : 2.8979
Batch : 167 / 196 | Time 709 ms | Train Loss : 5.2102 | Grad Norm : 5.4541
Batch : 168 / 196 | Time 709 ms | Train Loss : 5.1821 | Grad Norm : 7.1208
Batch : 169 / 196 | Time 709 ms | Train Loss : 5.1528 | Grad Norm : 2.4997
Batch : 170 / 196 | Time 708 ms | Train Loss : 5.1472 | Grad Norm : 9.1971
Batch : 171 / 196 | Time 709 ms | Train Loss : 5.1943 | Grad Norm : 3.4715
Batch : 172 / 196 | Time 709 ms | Train Loss : 5.0973 | Grad Norm : 6.9682
Batch : 173 / 196 | Time 709 ms | Train Loss : 5.1632 | Grad Norm : 4.0636
Batch : 174 / 196 | Time 709 ms | Train Loss : 5.0816 | Grad Norm : 3.3980
Batch : 175 / 196 | Time 709 ms | Train Loss : 5.0933 | Grad Norm : 3.0301
Batch : 176 / 196 | Time 709 ms | Train Loss : 5.2115 | Grad Norm : 5.3565
Batch : 177 / 196 | Time 710 ms | Train Loss : 5.1427 | Grad Norm : 4.9855
Batch : 178 / 196 | Time 710 ms | Train Loss : 5.0688 | Grad Norm : 9.7554
Batch : 179 / 196 | Time 709 ms | Train Loss : 5.1282 | Grad Norm : 5.0449
Batch : 180 / 196 | Time 709 ms | Train Loss : 5.1550 | Grad Norm : 11.5402
Batch : 181 / 196 | Time 708 ms | Train Loss : 5.0500 | Grad Norm : 3.8494
Batch : 182 / 196 | Time 709 ms | Train Loss : 5.0766 | Grad Norm : 13.9272
Batch : 183 / 196 | Time 709 ms | Train Loss : 5.0697 | Grad Norm : 5.4164
Batch : 184 / 196 | Time 709 ms | Train Loss : 5.1568 | Grad Norm : 9.1348
Batch : 185 / 196 | Time 710 ms | Train Loss : 5.1642 | Grad Norm : 19.4373
Batch : 186 / 196 | Time 709 ms | Train Loss : 5.1309 | Grad Norm : 15.2976
Batch : 187 / 196 | Time 754 ms | Train Loss : 5.1549 | Grad Norm : 14.3692
Batch : 188 / 196 | Time 711 ms | Train Loss : 5.1926 | Grad Norm : 36.8887
Batch : 189 / 196 | Time 725 ms | Train Loss : 5.1204 | Grad Norm : 12.9511
Batch : 190 / 196 | Time 728 ms | Train Loss : 5.0818 | Grad Norm : 22.1574
Batch : 191 / 196 | Time 728 ms | Train Loss : 5.1144 | Grad Norm : 4.7854
Batch : 192 / 196 | Time 728 ms | Train Loss : 5.2148 | Grad Norm : 21.8971
Batch : 193 / 196 | Time 729 ms | Train Loss : 5.1139 | Grad Norm : 9.6597
Batch : 194 / 196 | Time 718 ms | Train Loss : 5.0698 | Grad Norm : 14.7441
Batch : 195 / 196 | Time 9986 ms | Train Loss : 3.9284 | Grad Norm : 17.7781
Epoch : 0 | Training Loss : 3.9284 | Accuracy on test set : 0.2066 
 Batch : 0 / 196 | Time 727 ms | Train Loss : 5.1272 | Grad Norm : 9.8702
Batch : 1 / 196 | Time 720 ms | Train Loss : 5.0956 | Grad Norm : 13.5590
Batch : 2 / 196 | Time 722 ms | Train Loss : 5.1386 | Grad Norm : 11.6723
Batch : 3 / 196 | Time 716 ms | Train Loss : 5.1465 | Grad Norm : 12.5597
Batch : 4 / 196 | Time 722 ms | Train Loss : 5.1096 | Grad Norm : 9.9362
Batch : 5 / 196 | Time 719 ms | Train Loss : 5.2028 | Grad Norm : 7.1924
Batch : 6 / 196 | Time 720 ms | Train Loss : 5.0237 | Grad Norm : 7.7308
Batch : 7 / 196 | Time 723 ms | Train Loss : 5.1555 | Grad Norm : 3.8173
Batch : 8 / 196 | Time 708 ms | Train Loss : 5.1336 | Grad Norm : 6.1946
Batch : 9 / 196 | Time 706 ms | Train Loss : 5.0481 | Grad Norm : 6.3673
Batch : 10 / 196 | Time 706 ms | Train Loss : 5.0362 | Grad Norm : 4.3669
Batch : 11 / 196 | Time 707 ms | Train Loss : 5.0469 | Grad Norm : 3.9331
Batch : 12 / 196 | Time 708 ms | Train Loss : 5.0956 | Grad Norm : 6.8375
Batch : 13 / 196 | Time 706 ms | Train Loss : 5.0771 | Grad Norm : 4.2072
Batch : 14 / 196 | Time 709 ms | Train Loss : 5.0155 | Grad Norm : 6.4550
Batch : 15 / 196 | Time 707 ms | Train Loss : 5.0357 | Grad Norm : 9.9463
Batch : 16 / 196 | Time 707 ms | Train Loss : 5.1504 | Grad Norm : 11.5197
Batch : 17 / 196 | Time 708 ms | Train Loss : 5.0795 | Grad Norm : 5.9905
Batch : 18 / 196 | Time 708 ms | Train Loss : 5.0956 | Grad Norm : 10.7528
Batch : 19 / 196 | Time 707 ms | Train Loss : 4.9468 | Grad Norm : 5.2389
Batch : 20 / 196 | Time 707 ms | Train Loss : 5.0759 | Grad Norm : 4.2077
Batch : 21 / 196 | Time 719 ms | Train Loss : 4.9749 | Grad Norm : 12.0989
Batch : 22 / 196 | Time 717 ms | Train Loss : 5.1323 | Grad Norm : 7.9331
Batch : 23 / 196 | Time 712 ms | Train Loss : 5.0974 | Grad Norm : 15.3349
Batch : 24 / 196 | Time 726 ms | Train Loss : 5.0081 | Grad Norm : 3.3974
Batch : 25 / 196 | Time 727 ms | Train Loss : 5.0973 | Grad Norm : 15.2977
Batch : 26 / 196 | Time 723 ms | Train Loss : 5.0546 | Grad Norm : 10.6098
Batch : 27 / 196 | Time 722 ms | Train Loss : 5.0801 | Grad Norm : 18.8765
Batch : 28 / 196 | Time 723 ms | Train Loss : 4.9567 | Grad Norm : 10.8143
Batch : 29 / 196 | Time 726 ms | Train Loss : 4.9802 | Grad Norm : 10.7363
Batch : 30 / 196 | Time 725 ms | Train Loss : 5.0165 | Grad Norm : 16.4237
Batch : 31 / 196 | Time 727 ms | Train Loss : 4.9447 | Grad Norm : 12.1316
Batch : 32 / 196 | Time 726 ms | Train Loss : 4.9825 | Grad Norm : 12.8667
Batch : 33 / 196 | Time 727 ms | Train Loss : 4.8860 | Grad Norm : 11.3859
Batch : 34 / 196 | Time 724 ms | Train Loss : 5.0320 | Grad Norm : 13.7931
Batch : 35 / 196 | Time 721 ms | Train Loss : 4.9747 | Grad Norm : 13.3626
Batch : 36 / 196 | Time 713 ms | Train Loss : 4.9370 | Grad Norm : 12.4134
Batch : 37 / 196 | Time 707 ms | Train Loss : 5.0270 | Grad Norm : 10.2634
Batch : 38 / 196 | Time 707 ms | Train Loss : 5.0438 | Grad Norm : 10.5332
Batch : 39 / 196 | Time 709 ms | Train Loss : 5.0745 | Grad Norm : 3.4963
Batch : 40 / 196 | Time 708 ms | Train Loss : 5.0567 | Grad Norm : 16.6308
Batch : 41 / 196 | Time 709 ms | Train Loss : 4.9472 | Grad Norm : 8.2217
Batch : 42 / 196 | Time 708 ms | Train Loss : 5.0055 | Grad Norm : 12.6158
Batch : 43 / 196 | Time 709 ms | Train Loss : 5.0176 | Grad Norm : 18.8821
Batch : 44 / 196 | Time 709 ms | Train Loss : 5.0385 | Grad Norm : 6.0047
Batch : 45 / 196 | Time 708 ms | Train Loss : 5.0070 | Grad Norm : 25.8934
Batch : 46 / 196 | Time 708 ms | Train Loss : 4.9635 | Grad Norm : 5.6270
Batch : 47 / 196 | Time 708 ms | Train Loss : 5.0112 | Grad Norm : 18.0188
Batch : 48 / 196 | Time 709 ms | Train Loss : 4.9077 | Grad Norm : 4.9299
Batch : 49 / 196 | Time 709 ms | Train Loss : 5.0289 | Grad Norm : 21.8718
Batch : 50 / 196 | Time 709 ms | Train Loss : 4.9724 | Grad Norm : 5.1212
Batch : 51 / 196 | Time 709 ms | Train Loss : 4.9777 | Grad Norm : 23.3581
Batch : 52 / 196 | Time 710 ms | Train Loss : 5.0141 | Grad Norm : 7.8301
Batch : 53 / 196 | Time 708 ms | Train Loss : 5.1286 | Grad Norm : 28.1054
Batch : 54 / 196 | Time 708 ms | Train Loss : 5.0182 | Grad Norm : 8.2479
Batch : 55 / 196 | Time 708 ms | Train Loss : 4.9297 | Grad Norm : 19.1663
Batch : 56 / 196 | Time 708 ms | Train Loss : 5.0188 | Grad Norm : 10.3783
Batch : 57 / 196 | Time 708 ms | Train Loss : 4.9302 | Grad Norm : 10.5965
Batch : 58 / 196 | Time 708 ms | Train Loss : 5.0476 | Grad Norm : 15.5728
Batch : 59 / 196 | Time 709 ms | Train Loss : 4.9550 | Grad Norm : 13.0451
Batch : 60 / 196 | Time 710 ms | Train Loss : 5.0070 | Grad Norm : 12.1551
Batch : 61 / 196 | Time 709 ms | Train Loss : 5.0722 | Grad Norm : 16.9908
Batch : 62 / 196 | Time 709 ms | Train Loss : 4.9822 | Grad Norm : 7.1420
Batch : 63 / 196 | Time 709 ms | Train Loss : 5.0565 | Grad Norm : 18.9310
Batch : 64 / 196 | Time 710 ms | Train Loss : 4.9727 | Grad Norm : 10.9993
Batch : 65 / 196 | Time 709 ms | Train Loss : 4.9914 | Grad Norm : 6.3794
Batch : 66 / 196 | Time 709 ms | Train Loss : 4.9976 | Grad Norm : 16.7949
Batch : 67 / 196 | Time 709 ms | Train Loss : 4.9970 | Grad Norm : 8.6226
Batch : 68 / 196 | Time 710 ms | Train Loss : 4.9898 | Grad Norm : 8.5893
Batch : 69 / 196 | Time 709 ms | Train Loss : 4.9832 | Grad Norm : 8.1882
Batch : 70 / 196 | Time 710 ms | Train Loss : 4.9256 | Grad Norm : 4.6239
Batch : 71 / 196 | Time 710 ms | Train Loss : 5.0820 | Grad Norm : 13.6959
Batch : 72 / 196 | Time 708 ms | Train Loss : 4.8980 | Grad Norm : 11.7853
Batch : 73 / 196 | Time 709 ms | Train Loss : 5.0523 | Grad Norm : 11.7491
Batch : 74 / 196 | Time 708 ms | Train Loss : 5.0313 | Grad Norm : 10.7798
Batch : 75 / 196 | Time 709 ms | Train Loss : 4.9820 | Grad Norm : 10.6116
Batch : 76 / 196 | Time 710 ms | Train Loss : 4.9418 | Grad Norm : 4.5375
Batch : 77 / 196 | Time 709 ms | Train Loss : 5.0108 | Grad Norm : 11.0586
Batch : 78 / 196 | Time 709 ms | Train Loss : 5.0334 | Grad Norm : 8.4017
Batch : 79 / 196 | Time 709 ms | Train Loss : 4.8468 | Grad Norm : 10.1157
Batch : 80 / 196 | Time 709 ms | Train Loss : 4.8708 | Grad Norm : 6.7715
Batch : 81 / 196 | Time 709 ms | Train Loss : 4.9564 | Grad Norm : 11.4793
Batch : 82 / 196 | Time 710 ms | Train Loss : 4.9348 | Grad Norm : 13.3976
Batch : 83 / 196 | Time 709 ms | Train Loss : 4.9445 | Grad Norm : 10.8564
Batch : 84 / 196 | Time 720 ms | Train Loss : 5.0788 | Grad Norm : 15.5969
Batch : 85 / 196 | Time 728 ms | Train Loss : 4.9940 | Grad Norm : 5.6357
Batch : 86 / 196 | Time 729 ms | Train Loss : 5.0519 | Grad Norm : 15.6483
Batch : 87 / 196 | Time 726 ms | Train Loss : 4.9737 | Grad Norm : 11.7459
Batch : 88 / 196 | Time 728 ms | Train Loss : 4.9774 | Grad Norm : 13.2929
Batch : 89 / 196 | Time 729 ms | Train Loss : 5.0191 | Grad Norm : 10.6160
Batch : 90 / 196 | Time 726 ms | Train Loss : 5.0267 | Grad Norm : 4.8030
Batch : 91 / 196 | Time 728 ms | Train Loss : 5.0076 | Grad Norm : 16.0050
Batch : 92 / 196 | Time 728 ms | Train Loss : 4.9856 | Grad Norm : 6.5749
Batch : 93 / 196 | Time 728 ms | Train Loss : 4.8698 | Grad Norm : 7.8303
Batch : 94 / 196 | Time 727 ms | Train Loss : 4.9694 | Grad Norm : 13.1836
Batch : 95 / 196 | Time 727 ms | Train Loss : 4.9727 | Grad Norm : 5.2280
Batch : 96 / 196 | Time 715 ms | Train Loss : 4.8666 | Grad Norm : 8.7539
